        #      k      largestgap  sum(wcc(:,ik))      wcc(i, ik)(i=1, NumberofSelectedOccupiedBands)
      0.02860169      0.00000000      0.00000000      0.00000000
      0.02886653      0.00000000      0.00000000      0.00000000
      0.02913136      0.00000000      0.00000000      0.00000000
      0.02939619      0.00000000      0.00000000      0.00000000
      0.02966102      0.00000000      0.00000000      0.00000000
      0.02992585      0.00000000      0.00000000      0.00000000
      0.03019068      0.00000000      0.00000000      0.00000000
      0.03045551      0.00000000      0.00000000      0.00000000
      0.03072034      0.00000000      0.00000000      0.00000000
      0.03098517      0.00000000      0.00000000      0.00000000
      0.03125000      0.00000000      0.00000000      0.00000000
      0.03151483      0.00000000      0.00000000      0.00000000
      0.03177966      0.00000000      0.00000000      0.00000000
      0.03204449      0.00000000      0.00000000      0.00000000
      0.03230932      0.00000000      0.00000000      0.00000000
      0.03257415      0.00000000      0.00000000      0.00000000
      0.03283898      0.00000000      0.00000000      0.00000000
      0.03310381      0.00000000      0.00000000      0.00000000
      0.03336864      0.00000000      0.00000000      0.00000000
      0.03363347      0.00000000      0.00000000      0.00000000
      0.03389831      0.00000000      0.00000000      0.00000000
      0.03416314      0.00000000      0.00000000      0.00000000
      0.03442797      0.00000000      0.00000000      0.00000000
      0.03469280      0.00000000      0.00000000      0.00000000
      0.03495763      0.00000000      0.00000000      0.00000000
      0.03522246      0.00000000      0.00000000      0.00000000
      0.03548729      0.00000000      0.00000000      0.00000000
      0.03575212      0.00000000      0.00000000      0.00000000
      0.03601695      0.00000000      0.00000000      0.00000000
      0.03628178      0.00000000      0.00000000      0.00000000
      0.03654661      0.00000000      0.00000000      0.00000000
      0.03681144      0.00000000      0.00000000      0.00000000
      0.03707627      0.00000000      0.00000000      0.00000000
      0.03734110      0.00000000      0.00000000      0.00000000
      0.03760593      0.00000000      0.00000000      0.00000000
      0.03787076      0.00000000      0.00000000      0.00000000
      0.03813559      0.00000000      0.00000000      0.00000000
      0.03840042      0.00000000      0.00000000      0.00000000
      0.03866525      0.00000000      0.00000000      0.00000000
      0.03893008      0.00000000      0.00000000      0.00000000
      0.03919492      0.00000000      0.00000000      0.00000000
      0.03945975      0.00000000      0.00000000      0.00000000
      0.03972458      0.00000000      0.00000000      0.00000000
      0.03998941      0.00000000      0.00000000      0.00000000
      0.04025424      0.00000000      0.00000000      0.00000000
      0.04051907      0.00000000      0.00000000      0.00000000
      0.04078390      0.00000000      0.00000000      0.00000000
      0.04104873      0.00000000      0.00000000      0.00000000
      0.04131356      0.00000000      0.00000000      0.00000000
      0.04157839      0.00000000      0.00000000      0.00000000
      0.04184322      0.00000000      0.00000000      0.00000000
      0.04210805      0.00000000      0.00000000      0.00000000
      0.04237288      0.00000000      0.00000000      0.00000000
      0.04263771      0.00000000      0.00000000      0.00000000
      0.04290254      0.00000000      0.00000000      0.00000000
      0.04316737      0.00000000      0.00000000      0.00000000
      0.04343220      0.00000000      0.00000000      0.00000000
      0.04369703      0.00000000      0.00000000      0.00000000
      0.04396186      0.00000000      0.00000000      0.00000000
      0.04422669      0.00000000      0.00000000      0.00000000
      0.04449153      0.00000000      0.00000000      0.00000000
      0.04475636      0.00000000      0.00000000      0.00000000
      0.04502119      0.00000000      0.00000000      0.00000000
      0.04528602      0.00000000      0.00000000      0.00000000
      0.04555085      0.00000000      0.00000000      0.00000000
      0.04581568      0.00000000      0.00000000      0.00000000
      0.04608051      0.00000000      0.00000000      0.00000000
      0.04634534      0.00000000      0.00000000      0.00000000
      0.04661017      0.00000000      0.00000000      0.00000000
      0.04687500      0.00000000      0.00000000      0.00000000
      0.04713983      0.00000000      0.00000000      0.00000000
      0.04740466      0.00000000      0.00000000      0.00000000
      0.04766949      0.00000000      0.00000000      0.00000000
      0.04793432      0.00000000      0.00000000      0.00000000
      0.04819915      0.00000000      0.00000000      0.00000000
      0.04846398      0.00000000      0.00000000      0.00000000
      0.04872881      0.00000000      0.00000000      0.00000000
      0.04899364      0.00000000      0.00000000      0.00000000
      0.04925847      0.00000000      0.00000000      0.00000000
      0.04952331      0.00000000      0.00000000      0.00000000
      0.04978814      0.00000000      0.00000000      0.00000000
      0.05005297      0.00000000      0.00000000      0.00000000
      0.05031780      0.00000000      0.00000000      0.00000000
      0.05058263      0.00000000      0.00000000      0.00000000
      0.05084746      0.00000000      0.00000000      0.00000000
      0.05111229      0.00000000      0.00000000      0.00000000
      0.05137712      0.00000000      0.00000000      0.00000000
      0.05164195      0.00000000      0.00000000      0.00000000
      0.05190678      0.00000000      0.00000000      0.00000000
      0.05217161      0.00000000      0.00000000      0.00000000
      0.05243644      0.00000000      0.00000000      0.00000000
      0.05270127      0.00000000      0.00000000      0.00000000
      0.05296610      0.00000000      0.00000000      0.00000000
      0.05323093      0.00000000      0.00000000      0.00000000
      0.05349576      0.00000000      0.00000000      0.00000000
      0.05376059      0.00000000      0.00000000      0.00000000
      0.05402542      0.00000000      0.00000000      0.00000000
      0.05429025      0.00000000      0.00000000      0.00000000
      0.05455508      0.00000000      0.00000000      0.00000000
      0.05481992      0.00000000      0.00000000      0.00000000
      0.05508475      0.00000000      0.00000000      0.00000000
      0.05534958      0.00000000      0.00000000      0.00000000
      0.05561441      0.00000000      0.00000000      0.00000000
      0.05587924      0.00000000      0.00000000      0.00000000
      0.05614407      0.00000000      0.00000000      0.00000000
      0.05640890      0.00000000      0.00000000      0.00000000
      0.05667373      0.00000000      0.00000000      0.00000000
      0.05693856      0.00000000      0.00000000      0.00000000
      0.05720339      0.00000000      0.00000000      0.00000000
      0.05746822      0.00000000      0.00000000      0.00000000
      0.05773305      0.00000000      0.00000000      0.00000000
      0.05799788      0.00000000      0.00000000      0.00000000
      0.05826271      0.00000000      0.00000000      0.00000000
      0.05852754      0.00000000      0.00000000      0.00000000
      0.05879237      0.00000000      0.00000000      0.00000000
      0.05905720      0.00000000      0.00000000      0.00000000
      0.05932203      0.00000000      0.00000000      0.00000000
      0.05958686      0.00000000      0.00000000      0.00000000
      0.05985169      0.00000000      0.00000000      0.00000000
      0.06011653      0.00000000      0.00000000      0.00000000
      0.06038136      0.00000000      0.00000000      0.00000000
      0.06064619      0.00000000      0.00000000      0.00000000
      0.06091102      0.00000000      0.00000000      0.00000000
      0.06117585      0.00000000      0.00000000      0.00000000
      0.06144068      0.00000000      0.00000000      0.00000000
      0.06170551      0.00000000      0.00000000      0.00000000
      0.06197034      0.00000000      0.00000000      0.00000000
      0.06223517      0.00000000      0.00000000      0.00000000
      0.06250000      0.00000000      0.00000000      0.00000000
      0.06276483      0.00000000      0.00000000      0.00000000
      0.06302966      0.00000000      0.00000000      0.00000000
      0.06329449      0.00000000      0.00000000      0.00000000
      0.06355932      0.00000000      0.00000000      0.00000000
      0.06382415      0.00000000      0.00000000      0.00000000
      0.06408898      0.00000000      0.00000000      0.00000000
      0.06435381      0.00000000      0.00000000      0.00000000
      0.06461864      0.00000000      0.00000000      0.00000000
      0.06488347      0.00000000      0.00000000      0.00000000
      0.06514831      0.00000000      0.00000000      0.00000000
      0.06541314      0.00000000      0.00000000      0.00000000
      0.06567797      0.00000000      0.00000000      0.00000000
      0.06594280      0.00000000      0.00000000      0.00000000
      0.06620763      0.00000000      0.00000000      0.00000000
      0.06647246      0.00000000      0.00000000      0.00000000
      0.06673729      0.00000000      0.00000000      0.00000000
      0.06700212      0.00000000      0.00000000      0.00000000
      0.06726695      0.00000000      0.00000000      0.00000000
      0.06753178      0.00000000      0.00000000      0.00000000
      0.06779661      0.00000000      0.00000000      0.00000000
      0.06806144      0.00000000      0.00000000      0.00000000
      0.06832627      0.00000000      0.00000000      0.00000000
      0.06859110      0.00000000      0.00000000      0.00000000
      0.06885593      0.00000000      0.00000000      0.00000000
      0.06912076      0.00000000      0.00000000      0.00000000
      0.06938559      0.00000000      0.00000000      0.00000000
      0.06965042      0.00000000      0.00000000      0.00000000
      0.06991525      0.00000000      0.00000000      0.00000000
      0.07018008      0.00000000      0.00000000      0.00000000
      0.07044492      0.00000000      0.00000000      0.00000000
      0.07070975      0.00000000      0.00000000      0.00000000
      0.07097458      0.00000000      0.00000000      0.00000000
      0.07123941      0.00000000      0.00000000      0.00000000
      0.07150424      0.00000000      0.00000000      0.00000000
      0.07176907      0.00000000      0.00000000      0.00000000
      0.07203390      0.00000000      0.00000000      0.00000000
      0.07229873      0.00000000      0.00000000      0.00000000
      0.07256356      0.00000000      0.00000000      0.00000000
      0.07282839      0.00000000      0.00000000      0.00000000
      0.07309322      0.00000000      0.00000000      0.00000000
      0.07335805      0.00000000      0.00000000      0.00000000
      0.07362288      0.00000000      0.00000000      0.00000000
      0.07388771      0.00000000      0.00000000      0.00000000
      0.07415254      0.00000000      0.00000000      0.00000000
      0.07441737      0.00000000      0.00000000      0.00000000
      0.07468220      0.00000000      0.00000000      0.00000000
      0.07494703      0.00000000      0.00000000      0.00000000
      0.07521186      0.00000000      0.00000000      0.00000000
      0.07547669      0.00000000      0.00000000      0.00000000
      0.07574153      0.00000000      0.00000000      0.00000000
      0.07600636      0.00000000      0.00000000      0.00000000
      0.07627119      0.00000000      0.00000000      0.00000000
      0.07653602      0.00000000      0.00000000      0.00000000
      0.07680085      0.00000000      0.00000000      0.00000000
      0.07706568      0.00000000      0.00000000      0.00000000
      0.07733051      0.00000000      0.00000000      0.00000000
      0.07759534      0.00000000      0.00000000      0.00000000
      0.07786017      0.00000000      0.00000000      0.00000000
      0.07812500      0.00000000      0.00000000      0.00000000
      0.07838983      0.00000000      0.00000000      0.00000000
      0.07865466      0.00000000      0.00000000      0.00000000
      0.07891949      0.00000000      0.00000000      0.00000000
      0.07918432      0.00000000      0.00000000      0.00000000
      0.07944915      0.00000000      0.00000000      0.00000000
      0.07971398      0.00000000      0.00000000      0.00000000
      0.07997881      0.00000000      0.00000000      0.00000000
      0.08024364      0.00000000      0.00000000      0.00000000
      0.08050847      0.00000000      0.00000000      0.00000000
      0.08077331      0.00000000      0.00000000      0.00000000
      0.08103814      0.00000000      0.00000000      0.00000000
      0.08130297      0.00000000      0.00000000      0.00000000
      0.08156780      0.00000000      0.00000000      0.00000000
      0.08183263      0.00000000      0.00000000      0.00000000
      0.08209746      0.00000000      0.00000000      0.00000000
      0.08236229      0.00000000      0.00000000      0.00000000
      0.08262712      0.00000000      0.00000000      0.00000000
      0.08289195      0.00000000      0.00000000      0.00000000
      0.08315678      0.00000000      0.00000000      0.00000000
      0.08342161      0.00000000      0.00000000      0.00000000
      0.08368644      0.00000000      0.00000000      0.00000000
      0.08395127      0.00000000      0.00000000      0.00000000
      0.08421610      0.00000000      0.00000000      0.00000000
      0.08448093      0.00000000      0.00000000      0.00000000
      0.08474576      0.00000000      0.00000000      0.00000000
      0.08501059      0.00000000      0.00000000      0.00000000
      0.08527542      0.00000000      0.00000000      0.00000000
      0.08554025      0.00000000      0.00000000      0.00000000
      0.08580508      0.00000000      0.00000000      0.00000000
      0.08606992      0.00000000      0.00000000      0.00000000
      0.08633475      0.00000000      0.00000000      0.00000000
      0.08659958      0.00000000      0.00000000      0.00000000
      0.08686441      0.00000000      0.00000000      0.00000000
      0.08712924      0.00000000      0.00000000      0.00000000
      0.08739407      0.00000000      0.00000000      0.00000000
      0.08765890      0.00000000      0.00000000      0.00000000
      0.08792373      0.00000000      0.00000000      0.00000000
      0.08818856      0.00000000      0.00000000      0.00000000
      0.08845339      0.00000000      0.00000000      0.00000000
      0.08871822      0.00000000      0.00000000      0.00000000
      0.08898305      0.00000000      0.00000000      0.00000000
      0.08924788      0.00000000      0.00000000      0.00000000
      0.08951271      0.00000000      0.00000000      0.00000000
      0.08977754      0.00000000      0.00000000      0.00000000
      0.09004237      0.00000000      0.00000000      0.00000000
      0.09030720      0.00000000      0.00000000      0.00000000
      0.09057203      0.00000000      0.00000000      0.00000000
      0.09083686      0.00000000      0.00000000      0.00000000
      0.09110169      0.00000000      0.00000000      0.00000000
      0.09136653      0.00000000      0.00000000      0.00000000
      0.09163136      0.00000000      0.00000000      0.00000000
      0.09189619      0.00000000      0.00000000      0.00000000
      0.09216102      0.00000000      0.00000000      0.00000000
      0.09242585      0.00000000      0.00000000      0.00000000
      0.09269068      0.00000000      0.00000000      0.00000000
      0.09295551      0.00000000      0.00000000      0.00000000
      0.09322034      0.00000000      0.00000000      0.00000000
      0.09348517      0.00000000      0.00000000      0.00000000
      0.09375000      0.00000000      0.00000000      0.00000000
      0.09401483      0.00000000      0.00000000      0.00000000
      0.09427966      0.00000000      0.00000000      0.00000000
      0.09454449      0.00000000      0.00000000      0.00000000
      0.09480932      0.00000000      0.00000000      0.00000000
      0.09507415      0.00000000      0.00000000      0.00000000
      0.09533898      0.00000000      0.00000000      0.00000000
      0.09560381      0.00000000      0.00000000      0.00000000
      0.09586864      0.00000000      0.00000000      0.00000000
      0.09613347      0.00000000      0.00000000      0.00000000
      0.09639831      0.00000000      0.00000000      0.00000000
      0.09666314      0.00000000      0.00000000      0.00000000
      0.09692797      0.00000000      0.00000000      0.00000000
      0.09719280      0.00000000      0.00000000      0.00000000
      0.09745763      0.00000000      0.00000000      0.00000000
      0.09772246      0.00000000      0.00000000      0.00000000
      0.09798729      0.00000000      0.00000000      0.00000000
      0.09825212      0.00000000      0.00000000      0.00000000
      0.09851695      0.00000000      0.00000000      0.00000000
      0.09878178      0.00000000      0.00000000      0.00000000
      0.09904661      0.00000000      0.00000000      0.00000000
      0.09931144      0.00000000      0.00000000      0.00000000
      0.09957627      0.00000000      0.00000000      0.00000000
      0.09984110      0.00000000      0.00000000      0.00000000
      0.10010593      0.00000000      0.00000000      0.00000000
      0.10037076      0.00000000      0.00000000      0.00000000
      0.10063559      0.00000000      0.00000000      0.00000000
      0.10090042      0.00000000      0.00000000      0.00000000
      0.10116525      0.00000000      0.00000000      0.00000000
      0.10143008      0.00000000      0.00000000      0.00000000
      0.10169492      0.00000000      0.00000000      0.00000000
      0.10195975      0.00000000      0.00000000      0.00000000
      0.10222458      0.00000000      0.00000000      0.00000000
      0.10248941      0.00000000      0.00000000      0.00000000
      0.10275424      0.00000000      0.00000000      0.00000000
      0.10301907      0.00000000      0.00000000      0.00000000
      0.10328390      0.00000000      0.00000000      0.00000000
      0.10354873      0.00000000      0.00000000      0.00000000
      0.10381356      0.00000000      0.00000000      0.00000000
      0.10407839      0.00000000      0.00000000      0.00000000
      0.10434322      0.00000000      0.00000000      0.00000000
      0.10460805      0.00000000      0.00000000      0.00000000
      0.10487288      0.00000000      0.00000000      0.00000000
      0.10513771      0.00000000      0.00000000      0.00000000
      0.10540254      0.00000000      0.00000000      0.00000000
      0.10566737      0.00000000      0.00000000      0.00000000
      0.10593220      0.00000000      0.00000000      0.00000000
      0.10619703      0.00000000      0.00000000      0.00000000
      0.10646186      0.00000000      0.00000000      0.00000000
      0.10672669      0.00000000      0.00000000      0.00000000
      0.10699153      0.00000000      0.00000000      0.00000000
      0.10725636      0.00000000      0.00000000      0.00000000
      0.10752119      0.00000000      0.00000000      0.00000000
      0.10778602      0.00000000      0.00000000      0.00000000
      0.10805085      0.00000000      0.00000000      0.00000000
      0.10831568      0.00000000      0.00000000      0.00000000
      0.10858051      0.00000000      0.00000000      0.00000000
      0.10884534      0.00000000      0.00000000      0.00000000
      0.10911017      0.00000000      0.00000000      0.00000000
      0.10937500      0.00000000      0.00000000      0.00000000
      0.10963983      0.00000000      0.00000000      0.00000000
      0.10990466      0.00000000      0.00000000      0.00000000
      0.11016949      0.00000000      0.00000000      0.00000000
      0.11043432      0.00000000      0.00000000      0.00000000
      0.11069915      0.00000000      0.00000000      0.00000000
      0.11096398      0.00000000      0.00000000      0.00000000
      0.11122881      0.00000000      0.00000000      0.00000000
      0.11149364      0.00000000      0.00000000      0.00000000
      0.11175847      0.00000000      0.00000000      0.00000000
      0.11202331      0.00000000      0.00000000      0.00000000
      0.11228814      0.00000000      0.00000000      0.00000000
      0.11255297      0.00000000      0.00000000      0.00000000
      0.11281780      0.00000000      0.00000000      0.00000000
      0.11308263      0.00000000      0.00000000      0.00000000
      0.11334746      0.00000000      0.00000000      0.00000000
      0.11361229      0.00000000      0.00000000      0.00000000
      0.11387712      0.00000000      0.00000000      0.00000000
      0.11414195      0.00000000      0.00000000      0.00000000
      0.11440678      0.00000000      0.00000000      0.00000000
      0.11467161      0.00000000      0.00000000      0.00000000
      0.11493644      0.00000000      0.00000000      0.00000000
      0.11520127      0.00000000      0.00000000      0.00000000
      0.11546610      0.00000000      0.00000000      0.00000000
      0.11573093      0.00000000      0.00000000      0.00000000
      0.11599576      0.00000000      0.00000000      0.00000000
      0.11626059      0.00000000      0.00000000      0.00000000
      0.11652542      0.00000000      0.00000000      0.00000000
      0.11679025      0.00000000      0.00000000      0.00000000
      0.11705508      0.00000000      0.00000000      0.00000000
      0.11731992      0.00000000      0.00000000      0.00000000
      0.11758475      0.00000000      0.00000000      0.00000000
      0.11784958      0.00000000      0.00000000      0.00000000
      0.11811441      0.00000000      0.00000000      0.00000000
      0.11837924      0.00000000      0.00000000      0.00000000
      0.11864407      0.00000000      0.00000000      0.00000000
      0.11890890      0.00000000      0.00000000      0.00000000
      0.11917373      0.00000000      0.00000000      0.00000000
      0.11943856      0.00000000      0.00000000      0.00000000
      0.11970339      0.00000000      0.00000000      0.00000000
      0.11996822      0.00000000      0.00000000      0.00000000
      0.12023305      0.00000000      0.00000000      0.00000000
      0.12049788      0.00000000      0.00000000      0.00000000
      0.12076271      0.00000000      0.00000000      0.00000000
      0.12102754      0.00000000      0.00000000      0.00000000
      0.12129237      0.00000000      0.00000000      0.00000000
      0.12155720      0.00000000      0.00000000      0.00000000
      0.12182203      0.00000000      0.00000000      0.00000000
      0.12208686      0.00000000      0.00000000      0.00000000
      0.12235169      0.00000000      0.00000000      0.00000000
      0.12261653      0.00000000      0.00000000      0.00000000
      0.12288136      0.00000000      0.00000000      0.00000000
      0.12314619      0.00000000      0.00000000      0.00000000
      0.12341102      0.00000000      0.00000000      0.00000000
      0.12367585      0.00000000      0.00000000      0.00000000
      0.12394068      0.00000000      0.00000000      0.00000000
      0.12420551      0.00000000      0.00000000      0.00000000
      0.12447034      0.00000000      0.00000000      0.00000000
      0.12473517      0.00000000      0.00000000      0.00000000
      0.12500000      0.00000000      0.00000000      0.00000000
      0.12526483      0.00000000      0.00000000      0.00000000
      0.12552966      0.00000000      0.00000000      0.00000000
      0.12579449      0.00000000      0.00000000      0.00000000
      0.12605932      0.00000000      0.00000000      0.00000000
      0.12632415      0.00000000      0.00000000      0.00000000
      0.12658898      0.00000000      0.00000000      0.00000000
      0.12685381      0.00000000      0.00000000      0.00000000
      0.12711864      0.00000000      0.00000000      0.00000000
      0.12738347      0.00000000      0.00000000      0.00000000
      0.12764831      0.00000000      0.00000000      0.00000000
      0.12791314      0.00000000      0.00000000      0.00000000
      0.12817797      0.00000000      0.00000000      0.00000000
      0.12844280      0.00000000      0.00000000      0.00000000
      0.12870763      0.00000000      0.00000000      0.00000000
      0.12897246      0.00000000      0.00000000      0.00000000
      0.12923729      0.00000000      0.00000000      0.00000000
      0.12950212      0.00000000      0.00000000      0.00000000
      0.12976695      0.00000000      0.00000000      0.00000000
      0.13003178      0.00000000      0.00000000      0.00000000
      0.13029661      0.00000000      0.00000000      0.00000000
      0.13056144      0.00000000      0.00000000      0.00000000
      0.13082627      0.00000000      0.00000000      0.00000000
      0.13109110      0.00000000      0.00000000      0.00000000
      0.13135593      0.00000000      0.00000000      0.00000000
      0.13162076      0.00000000      0.00000000      0.00000000
      0.13188559      0.00000000      0.00000000      0.00000000
      0.13215042      0.00000000      0.00000000      0.00000000
      0.13241525      0.00000000      0.00000000      0.00000000
      0.13268008      0.00000000      0.00000000      0.00000000
      0.13294492      0.00000000      0.00000000      0.00000000
      0.13320975      0.00000000      0.00000000      0.00000000
      0.13347458      0.00000000      0.00000000      0.00000000
      0.13373941      0.00000000      0.00000000      0.00000000
      0.13400424      0.00000000      0.00000000      0.00000000
      0.13426907      0.00000000      0.00000000      0.00000000
      0.13453390      0.00000000      0.00000000      0.00000000
      0.13479873      0.00000000      0.00000000      0.00000000
      0.13506356      0.00000000      0.00000000      0.00000000
      0.13532839      0.00000000      0.00000000      0.00000000
      0.13559322      0.00000000      0.00000000      0.00000000
      0.13585805      0.00000000      0.00000000      0.00000000
      0.13612288      0.00000000      0.00000000      0.00000000
      0.13638771      0.00000000      0.00000000      0.00000000
      0.13665254      0.00000000      0.00000000      0.00000000
      0.13691737      0.00000000      0.00000000      0.00000000
      0.13718220      0.00000000      0.00000000      0.00000000
      0.13744703      0.00000000      0.00000000      0.00000000
      0.13771186      0.00000000      0.00000000      0.00000000
      0.13797669      0.00000000      0.00000000      0.00000000
      0.13824153      0.00000000      0.00000000      0.00000000
      0.13850636      0.00000000      0.00000000      0.00000000
      0.13877119      0.00000000      0.00000000      0.00000000
      0.13903602      0.00000000      0.00000000      0.00000000
      0.13930085      0.00000000      0.00000000      0.00000000
      0.13956568      0.00000000      0.00000000      0.00000000
      0.13983051      0.00000000      0.00000000      0.00000000
      0.14009534      0.00000000      0.00000000      0.00000000
      0.14036017      0.00000000      0.00000000      0.00000000
      0.14062500      0.00000000      0.00000000      0.00000000
      0.14088983      0.00000000      0.00000000      0.00000000
      0.14115466      0.00000000      0.00000000      0.00000000
      0.14141949      0.00000000      0.00000000      0.00000000
      0.14168432      0.00000000      0.00000000      0.00000000
      0.14194915      0.00000000      0.00000000      0.00000000
      0.14221398      0.00000000      0.00000000      0.00000000
      0.14247881      0.00000000      0.00000000      0.00000000
      0.14274364      0.00000000      0.00000000      0.00000000
      0.14300847      0.00000000      0.00000000      0.00000000
      0.14327331      0.00000000      0.00000000      0.00000000
      0.14353814      0.00000000      0.00000000      0.00000000
      0.14380297      0.00000000      0.00000000      0.00000000
      0.14406780      0.00000000      0.00000000      0.00000000
      0.14433263      0.00000000      0.00000000      0.00000000
      0.14459746      0.00000000      0.00000000      0.00000000
      0.14486229      0.00000000      0.00000000      0.00000000
      0.14512712      0.00000000      0.00000000      0.00000000
      0.14539195      0.00000000      0.00000000      0.00000000
      0.14565678      0.00000000      0.00000000      0.00000000
      0.14592161      0.00000000      0.00000000      0.00000000
      0.14618644      0.00000000      0.00000000      0.00000000
      0.14645127      0.00000000      0.00000000      0.00000000
      0.14671610      0.00000000      0.00000000      0.00000000
